"LOC" "A" "spattemp_cluster" "samplingpair" "prop_forest_500" "prop_grassland_500" "prop_crop_500" "prop_sealed_500" "height"
"Klausenpass-Passhöhe" 2016 "2016_3" 18 0 0.9012 0 0.0247 1952.1
"Klausenpass-Passhöhe" 2017 "2017_3" 18 0 0.9012 0 0.0247 1952.1
"Klausenpass-Passhöhe" 2018 "2018_3" 18 0 0.9012 0 0.0247 1952.1
"Klausenpass-West UR, Hotel Klausen-Passhöhe" 2016 "2016_3" 18 0 0.8148 0 0.037 1844.9
"Klausenpass-West UR, Hotel Klausen-Passhöhe" 2017 "2017_3" 18 0 0.8148 0 0.037 1844.9
"Klausenpass-West UR, Hotel Klausen-Passhöhe" 2018 "2018_3" 18 0 0.8148 0 0.037 1844.9
"Lauerz, Sägel" 1990 "1990_1" 20 0.0165 0.3045 0 0.0617 455
"Lauerz, Sägel" 1991 "1991_1" 20 0.0154 0.3056 0 0.0617 455
"Lauerz, Schwändi" 1988 "1988_3" NA 0.5741 0.4198 0 0 658.7
"Lauerz, Schwändi" 1989 "1989_3" NA 0.5751 0.4177 0 0 658.7
"Lauerz, Schwändi" 1990 "1990_1" NA 0.5761 0.4156 0 0 658.7
"Lavorgo, Strada Calonico" 1985 "1985_3" NA 0.8066 0.0226 0 0.0864 909.8
"Lavorgo, Strada Calonico" 1986 "1986_4" NA 0.8086 0.0216 0 0.0864 909.8
"Lavorgo, Strada Calonico" 1987 "1987_5" NA 0.8107 0.0206 0 0.0864 909.8
"Lavorgo, Strada Calonico" 1988 "1988_4" NA 0.8128 0.0195 0 0.0864 909.8
"Les Genevez, Le Prédame nord, Les Embreux, Wald" 2012 "2012_4" 21 0.2963 0.6269 0.0151 0.0123 1012.4
"Les Genevez, Le Prédame nord, Les Embreux, Wald" 2013 "2013_3" 21 0.2963 0.6283 0.0137 0.0123 1012.4
"Les Genevez, Le Prédame nord, Wiese" 2012 "2012_4" 21 0.1907 0.7819 0.0027 0 999.7
"Les Genevez, Le Prédame nord, Wiese" 2013 "2013_3" 21 0.1879 0.786 0.0014 0 999.7
"Löhningen, Biberichweg" 1983 "1983_6" NA 0.4198 0.1471 0.1965 0.1626 554.2
"Löhningen, Biberichweg" 1984 "1984_6" NA 0.4198 0.1461 0.1955 0.1646 554.2
"Löhningen, Biberichweg" 1985 "1985_4" NA 0.4198 0.1451 0.1944 0.1667 554.2
"Losone, Gerre-Nord" 1986 "1986_3" NA 0.1636 0.0957 0.2654 0.1204 226.2
"Losone, Gerre-Nord" 1987 "1987_4" NA 0.1687 0.0947 0.2634 0.1235 226.2
"Losone, Gerre-Nord" 1988 "1988_5" NA 0.1739 0.0936 0.2613 0.1265 226.2
"Lü, Alp Valmorain" 1990 "1990_4" 23 0.1358 0.8467 0 0 2238.7
"Lü, Alp Valmorain" 1992 "1992_3" 23 0.1358 0.8447 0 0 2238.7
"Lü, Alp Valmorain" 2000 "2000_4" 23 0.1389 0.8364 0 0 2238.7
"Lü, Alp Valmorain" 2004 "2004_4" 23 0.143 0.8323 0 0 2238.7
"Lü, Nordwestrand, Lü Daint" 1988 "1988_6" 23 0.2963 0.642 0 0 1978.6
"Lü, Nordwestrand, Lü Daint" 1990 "1990_4" 23 0.2963 0.642 0 0 1978.6
"Lü, Nordwestrand, Lü Daint" 1999 "1999_5" 23 0.2984 0.642 0 0 1978.6
"Lü, Nordwestrand, Lü Daint" 2000 "2000_4" 23 0.2994 0.642 0 0 1978.6
"Lü, Nordwestrand, Lü Daint" 2004 "2004_4" 23 0.3035 0.642 0 0 1978.6
"Lugano, Monte Brè, Südseite, Sassa (Mitte), Sentiero Buzzanello" 1981 "1981_5" NA 0.642 0.0741 0.0123 0.1235 752.2
"Lugano, Monte Brè, Südseite, Sassa (Mitte), Sentiero Buzzanello" 1985 "1985_5" NA 0.642 0.0679 0.0123 0.1193 752.2
"Lugano, Monte Brè, Südseite, Sassa (Mitte), Sentiero Buzzanello" 2001 "2001_1" NA 0.6473 0.0317 0.0123 0.1093 752.2
"Lugano, Monte Brè, Südseite, Sassa (Mitte), Sentiero Buzzanello" 2005 "2005_3" NA 0.6508 0.0282 0.0123 0.1164 752.2
"Lugano, Monte Brè, Südseite, Sassa (Mitte), Sentiero Buzzanello" 2006 "2006_3" NA 0.6517 0.0273 0.0123 0.1182 752.2
"Lugano, Monte Brè, Südseite, Sassa (Mitte), Sentiero Buzzanello" 2007 "2007_4" NA 0.6526 0.0265 0.0123 0.1199 752.2
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 1985 "1985_5" NA 0.8292 0.0597 0.0103 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 1989 "1989_2" NA 0.8333 0.0556 0.0062 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 1994 "1994_1" NA 0.8385 0.0504 0.001 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 1995 "1995_2" NA 0.8395 0.0494 0 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 2000 "2000_1" NA 0.8483 0.045 0 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 2001 "2001_1" NA 0.8501 0.0441 0 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 2004 "2004_3" NA 0.8554 0.0414 0 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 2006 "2006_3" NA 0.8589 0.0397 0 0.037 915.1
"Lugano, Monte Brè, Südseite, Sassa (oben), Via della Vetta" 2007 "2007_4" NA 0.8607 0.0388 0 0.037 915.1
"Luzern-Stadt, Hombrig, Utenberg" 2005 "2005_4" NA 0.2944 0.471 0.0779 0.0532 606.2
"Luzern-Stadt, Hombrig, Utenberg" 2006 "2006_5" NA 0.2953 0.4701 0.076 0.0513 606.2
"Luzern-Stadt, Hombrig, Utenberg" 2007 "2007_5" NA 0.2963 0.4691 0.0741 0.0494 606.2
"Luzern, Gütschwald" 1985 "1985_6" NA 0.5926 0.2716 0 0.0895 557.1
"Luzern, Gütschwald" 1986 "1986_5" NA 0.5926 0.2716 0 0.0905 557.1
"Magliaso, Magliasina-Mündung" 2006 "2006_3" 5 0.0741 0.0961 0.015 0.0741 272.7
"Magliaso, Magliasina-Mündung" 2011 "2011_3" 5 0.0741 0.096 0.0123 0.0796 272.7
"Magliaso, Magliasina-Mündung" 2012 "2012_1" 5 0.0741 0.0947 0.0123 0.0823 272.7
"Magliaso, Magliasina-Mündung" 2013 "2013_1" 5 0.0741 0.0933 0.0123 0.085 272.7
"Magliaso, Magliasina-Mündung" 2014 "2014_1" 5 0.0741 0.0919 0.0123 0.0878 272.7
"Magliaso, Magliasina-Mündung" 2015 "2015_2" 5 0.0741 0.0905 0.0123 0.0905 272.7
"Magliaso, Magliasina-Mündung" 2016 "2016_2" 5 0.0741 0.0892 0.0123 0.0933 272.7
"Magliaso, Magliasina-Mündung" 2017 "2017_2" 5 0.0741 0.0878 0.0123 0.096 272.7
"Magliaso, Magliasina-Mündung" 2018 "2018_2" 5 0.0741 0.0864 0.0123 0.0988 272.7
"Meride Sant'Antonio" 1989 "1989_2" NA 0.5864 0.2099 0.1111 0.0432 595.1
"Meride Sant'Antonio" 1990 "1990_3" NA 0.5874 0.2058 0.1132 0.0442 595.1
"Meride Sant'Antonio" 1991 "1991_2" NA 0.5885 0.2016 0.1152 0.0453 595.1
"Meride, Crocifisso" 1993 "1993_2" 25 0.9012 0.0247 0.037 0.037 675.2
"Meride, Crocifisso" 1994 "1994_2" 25 0.9012 0.0247 0.037 0.037 675.2
"Meride, Crocifisso" 1995 "1995_3" 25 0.9012 0.0247 0.037 0.037 675.2
"Meride, Crocifisso" 1996 "1996_1" 25 0.9012 0.0256 0.0362 0.037 675.2
"Meride, Crocifisso" 1997 "1997_2" 25 0.9012 0.0265 0.0353 0.037 675.2
"Meride, Crocifisso" 1998 "1998_4" 25 0.9012 0.0273 0.0344 0.037 675.2
"Meride, Crocifisso" 1999 "1999_6" 25 0.9012 0.0282 0.0335 0.037 675.2
"Meride, Crocifisso" 2000 "2000_1" 25 0.9012 0.0291 0.0326 0.037 675.2
"Meride, Crocifisso" 2001 "2001_1" 25 0.9012 0.03 0.0317 0.037 675.2
"Meride, Crocifisso" 2004 "2004_3" 25 0.9012 0.0326 0.0291 0.037 675.2
"Meride, Fontana" 1992 "1992_4" NA 0.6451 0.2253 0.0833 0.0247 608.1
"Meride, Fontana" 1993 "1993_2" NA 0.644 0.2243 0.0844 0.0247 608.1
"Meride, Fontana" 1994 "1994_2" NA 0.643 0.2233 0.0854 0.0247 608.1
"Meride, Serpiano, Wald" 1995 "1995_3" NA 0.8765 0.0864 0.0123 0.0247 627.9
"Meride, Serpiano, Wald" 1996 "1996_1" NA 0.8757 0.0873 0.0115 0.0256 627.9
"Meride, Serpiano, Wald" 1997 "1997_2" NA 0.8748 0.0882 0.0106 0.0265 627.9
"Monte Brè - Ca'Gina" 1984 "1984_3" NA 0.7078 0.1337 0.0247 0.037 791.6
"Monte Brè - Ca'Gina" 1985 "1985_5" NA 0.7119 0.1317 0.0247 0.037 791.6
"Monte Brè - Ca'Gina" 1986 "1986_6" NA 0.716 0.1296 0.0247 0.037 791.6
"Monte Brè, Vetta (Spitze)" 1983 "1983_4" NA 0.8272 0.0617 0.0123 0.0494 892.2
"Monte Generoso, Bellavista" 1982 "1982_7" NA 0.8765 0.0864 0 0.037 1214.3
"Monte Generoso, Bellavista" 1983 "1983_4" NA 0.8765 0.0864 0 0.037 1214.3
"Monte Generoso, Bellavista" 1984 "1984_3" NA 0.8786 0.0844 0 0.037 1214.3
"Monte Generoso, Bellavista-Ost, Hangwiese" 1994 "1994_2" 25 0.7593 0.1924 0 0.037 1197.8
"Monte Generoso, Bellavista-Ost, Hangwiese" 1995 "1995_3" 25 0.7654 0.1852 0 0.037 1197.8
"Monte Generoso, Bellavista-Ost, Hangwiese" 1996 "1996_1" 25 0.7672 0.1825 0 0.0362 1197.8
"Monte Generoso, Bellavista-Ost, Hangwiese" 1997 "1997_2" 25 0.769 0.1799 0 0.0353 1197.8
"Monte Generoso, Bellavista-Ost, Hangwiese" 1998 "1998_4" 25 0.7707 0.1772 0 0.0344 1197.8
"Monte Generoso, Bellavista-Ost, Hangwiese" 1999 "1999_6" 25 0.7725 0.1746 0 0.0335 1197.8
"Monte Generoso, Bellavista-Süd, Hangwiese" 1995 "1995_3" 25 0.7654 0.1975 0 0.037 1141.5
"Monte Generoso, Bellavista-Süd, Hangwiese" 1999 "1999_6" 25 0.7725 0.1869 0 0.0335 1141.5
"Monte Generoso, Muggiasca, Costa Stangada" 1995 "1995_3" 25 0.5679 0.1235 0 0 1108.2
"Monte Generoso, Muggiasca, Costa Stangada" 1996 "1996_1" 25 0.5714 0.119 0 0 1108.2
"Monte Generoso, Muggiasca, Costa Stangada" 1997 "1997_2" 25 0.575 0.1146 0 0 1108.2
"Monte Generoso, Muggiasca, Costa Stangada" 1998 "1998_4" 25 0.5785 0.1102 0 0 1108.2
"Monte Generoso, Muggiasca, Costa Stangada" 1999 "1999_6" 25 0.582 0.1058 0 0 1108.2
"Monte Generoso, Vetta" 1979 "1979_2" NA 0.0635 0.6667 0 0 1591.7
"Monte Generoso, Vetta" 1980 "1980_2" NA 0.0635 0.6667 0 0 1591.7
"Monte Generoso, Vetta" 1981 "1981_5" NA 0.0635 0.6667 0 0 1591.7
"Montfaucon, Montcenez" 2006 "2006_2" 22 0.5953 0.3457 0 0 865.7
"Montfaucon, Montcenez" 2007 "2007_1" 22 0.5981 0.3457 0 0 865.7
"Montfaucon, Montcenez" 2008 "2008_1" 22 0.6008 0.3457 0 0 865.7
"Montfaucon, Plain de Saigne" 2006 "2006_2" 22 0.5844 0.3196 0 0 858
"Montfaucon, Plain de Saigne" 2007 "2007_1" 22 0.5885 0.3182 0 0 858
"Montfaucon, Plain de Saigne" 2008 "2008_1" 22 0.5926 0.3169 0 0 858
"Müstair, Nord, Trockenhang" 1986 "1986_7" 23 0.3467 0.357 0.1111 0.0628 1299
"Müstair, Nord, Trockenhang" 1988 "1988_6" 23 0.3488 0.3549 0.1111 0.0648 1299
"Müstair, Nord, Trockenhang" 1989 "1989_4" 23 0.3498 0.3539 0.1111 0.0658 1299
"Müstair, Nord, Trockenhang" 1990 "1990_4" 23 0.3508 0.3529 0.1111 0.0669 1299
"Müstair, Nord, Trockenhang" 1991 "1991_3" 23 0.3519 0.3519 0.1111 0.0679 1299
"Müstair, Nord, Trockenhang" 1992 "1992_3" 23 0.3529 0.3508 0.1111 0.0689 1299
"Müstair, Nord, Trockenhang" 2000 "2000_4" 23 0.3673 0.3488 0.1111 0.0802 1299
"Müstair, Nord, Trockenhang" 2002 "2002_3" 23 0.3735 0.3508 0.1111 0.0844 1299
"Müstair, Südost, Eingang Val Plazzöl" 1988 "1988_6" 23 0.4568 0.4198 0.0401 0.0216 1272.5
"Müstair, Südost, Eingang Val Plazzöl" 1989 "1989_4" 23 0.4568 0.4198 0.0412 0.0206 1272.5
"Müstair, Südost, Eingang Val Plazzöl" 1992 "1992_3" 23 0.4568 0.4198 0.0442 0.0175 1272.5
"Näfels, Oberseestrasse, Hilari-Rank, Bachtobel" 2011 "2011_2" 26 0.642 0.1358 0.0123 0.118 508.9
"Näfels, Oberseestrasse, Hilari-Rank, Bachtobel" 2012 "2012_7" 26 0.642 0.1358 0.0123 0.1166 508.9
"Näfels, Oberseestrasse, Hilari-Rank, Bachtobel" 2013 "2013_7" 26 0.642 0.1358 0.0123 0.1152 508.9
"Näfels, Oberseestrasse, Höreli-Rank, Wald" 2011 "2011_2" 26 0.6859 0.1125 0 0.0837 589.5
"Näfels, Oberseestrasse, Höreli-Rank, Wald" 2012 "2012_7" 26 0.6845 0.1097 0 0.0892 589.5
"Näfels, Oberseestrasse, Höreli-Rank, Wald" 2013 "2013_7" 26 0.6831 0.107 0 0.0947 589.5
"Napf, Luthern, Willmisbach" 1991 "1991_4" NA 0.3704 0.6173 0 0.0123 858.5
"Napf, Luthern, Willmisbach" 1992 "1992_5" NA 0.3704 0.6173 0 0.0123 858.5
"Napf, Luthern, Willmisbach" 1993 "1993_3" NA 0.3704 0.6173 0 0.0123 858.5
"Napf, Luthernbad, Spitzweid" 1991 "1991_4" NA 0.4349 0.4815 0 0.0028 964.2
"Napf, Luthernbad, Spitzweid" 1992 "1992_5" NA 0.434 0.4815 0 0.0019 964.2
"Napf, Romoos, Neumatt" 1991 "1991_4" NA 0.4444 0.4691 0 0.0712 688.2
"Napf, Romoos, Neumatt" 1992 "1992_5" NA 0.4444 0.4691 0 0.0722 688.2
"Napf, Romoos, Neumatt" 1993 "1993_3" NA 0.4444 0.4691 0 0.0731 688.2
"Neudorf, Vogelmoos" 1987 "1987_6" NA 0.642 0.0494 0.2716 0.0123 773.6
"Neudorf, Vogelmoos" 1988 "1988_7" NA 0.642 0.0494 0.2716 0.0123 773.6
"Nufenenpass, Tessinerseite, Passstrasse" 2008 "2008_4" 27 0 0.5034 0 0.0123 2454.2
"Nufenenpass, Tessinerseite, Passstrasse" 2009 "2009_5" 27 0 0.5021 0 0.0123 2454.2
"Nufenenpass, Tessinerseite, Passstrasse" 2010 "2010_5" 27 0 0.5007 0 0.0123 2454.2
"Nufenenpass, Tessinerseite, Passstrasse" 2011 "2011_7" 27 0 0.4993 0 0.0123 2454.2
"Nufenenpass, Walliserseite, Passstrasse" 2008 "2008_4" 27 0 0.6955 0 0.0617 2443.1
"Nufenenpass, Walliserseite, Passstrasse" 2009 "2009_5" 27 0 0.6914 0 0.0617 2443.1
"Nufenenpass, Walliserseite, Passstrasse" 2010 "2010_5" 27 0 0.6872 0 0.0617 2443.1
"Nufenenpass, Walliserseite, Passstrasse" 2011 "2011_7" 27 0 0.6831 0 0.0617 2443.1
"Obino, Waldrand" 1991 "1991_2" NA 0.6872 0.1399 0.0576 0.0576 577.3
"Obino, Waldrand" 1992 "1992_4" NA 0.6883 0.1358 0.0586 0.0586 577.3
"Obino, Waldrand" 1993 "1993_2" NA 0.6893 0.1317 0.0597 0.0597 577.3
"Obino, Waldrand" 1994 "1994_2" NA 0.6903 0.1276 0.0607 0.0607 577.3
"Ocourt, La Motte, Sur le Chaufour (est)" 2006 "2006_2" 28 0.5513 0.1795 0.1282 0.0641 427.5
"Ocourt, La Motte, Sur le Chaufour (est)" 2007 "2007_1" 28 0.5513 0.1795 0.1282 0.0641 427.5
"Ocourt, La Motte, Sur le Chaufour (est)" 2009 "2009_1" 28 0.5513 0.1795 0.1282 0.0641 427.5
"Ocourt, La Motte, Sur le Chaufour (est)" 2010 "2010_1" 28 0.5513 0.1795 0.1282 0.0641 427.5
"Ocourt, La Motte, Sur le Chaufour (est)" 2011 "2011_1" 28 0.5513 0.1795 0.1282 0.0641 427.5
"Ocourt, La Motte, Sur le Chaufour (ouest)" 2006 "2006_2" 28 0.4928 0.1884 0.2029 0.058 452.7
"Ocourt, La Motte, Sur le Chaufour (ouest)" 2007 "2007_1" 28 0.4928 0.1884 0.2029 0.058 452.7
"Ocourt, La Motte, Sur le Chaufour (ouest)" 2009 "2009_1" 28 0.4928 0.1884 0.2029 0.058 452.7
"Ocourt, La Motte, Sur le Chaufour (ouest)" 2010 "2010_1" 28 0.4928 0.1884 0.2029 0.058 452.7
"Ocourt, La Motte, Sur le Chaufour (ouest)" 2011 "2011_1" 28 0.4928 0.1884 0.2029 0.058 452.7
"Ofenpass, Ostseite" 1988 "1988_6" NA 0.4907 0.3086 0 0 2149.5
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2003 "2003_4" 29 0.3704 0.0988 0.0864 0.2407 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2004 "2004_5" 29 0.3704 0.0988 0.0864 0.2428 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2005 "2005_5" 29 0.3704 0.0988 0.0864 0.2449 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2006 "2006_6" 29 0.3704 0.0988 0.0864 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2007 "2007_6" 29 0.3704 0.0988 0.0809 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2008 "2008_5" 29 0.3704 0.0988 0.0754 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2009 "2009_6" 29 0.3704 0.0988 0.07 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2010 "2010_6" 29 0.3704 0.0988 0.0645 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2011 "2011_8" 29 0.3704 0.0988 0.059 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2012 "2012_8" 29 0.3704 0.0988 0.0535 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2013 "2013_8" 29 0.3704 0.0988 0.048 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2014 "2014_6" 29 0.3704 0.0988 0.0425 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2015 "2015_3" 29 0.3704 0.0988 0.037 0.2469 403.1
"Olten, Rutigen (Nord), nördlich Altersheim [Ruttigen,Ruttiger]" 2016 "2016_4" 29 0.3704 0.0988 0.037 0.2469 403.1
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2003 "2003_4" 29 0.5802 0.1111 0.037 0.1235 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2004 "2004_5" 29 0.5802 0.1111 0.037 0.1235 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2005 "2005_5" 29 0.5802 0.1111 0.037 0.1235 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2006 "2006_6" 29 0.5802 0.1111 0.037 0.1235 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2007 "2007_6" 29 0.5802 0.1111 0.0357 0.1248 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2008 "2008_5" 29 0.5802 0.1111 0.0343 0.1262 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2009 "2009_6" 29 0.5802 0.1111 0.0329 0.1276 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2010 "2010_6" 29 0.5802 0.1111 0.0316 0.1289 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2011 "2011_8" 29 0.5802 0.1111 0.0302 0.1303 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2012 "2012_8" 29 0.5802 0.1111 0.0288 0.1317 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2013 "2013_8" 29 0.5802 0.1111 0.0274 0.1331 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2014 "2014_6" 29 0.5802 0.1111 0.0261 0.1344 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2015 "2015_3" 29 0.5802 0.1111 0.0247 0.1358 428.4
"Olten, Rutigen (Nord), westlich Altersheim [Ruttigen,Ruttiger]" 2016 "2016_4" 29 0.5802 0.1111 0.0247 0.1358 428.4
"Osterfingen, Haartel" 1979 "1979_7" NA 0.5556 0.2346 0.1111 0.0864 473.2
"Pedrinate, Santo Stefano, Rebberg" 2007 "2007_4" 30 0.6649 0.0653 0.1076 0.0829 462
"Pedrinate, Santo Stefano, Rebberg" 2008 "2008_6" 30 0.6658 0.0635 0.1093 0.0847 462
"Pedrinate, Santo Stefano, Rebberg" 2009 "2009_7" 30 0.6667 0.0617 0.1111 0.0864 462
"Pedrinate, Santo Stefano, Rebberg" 2010 "2010_7" 30 0.6653 0.0617 0.1125 0.0864 462
"Pedrinate, Santo Stefano, Rebberg" 2011 "2011_3" 30 0.6639 0.0617 0.1139 0.0864 462
"Pedrinate, Santo Stefano, Wald" 2007 "2007_4" 30 0.6772 0.0511 0.1093 0.0847 470.4
"Pedrinate, Santo Stefano, Wald" 2008 "2008_6" 30 0.6781 0.0503 0.1102 0.0855 470.4
"Pedrinate, Santo Stefano, Wald" 2009 "2009_7" 30 0.679 0.0494 0.1111 0.0864 470.4
"Pedrinate, Santo Stefano, Wald" 2010 "2010_7" 30 0.6776 0.048 0.1139 0.0864 470.4
"Pedrinate, Santo Stefano, Wald" 2011 "2011_3" 30 0.6763 0.0466 0.1166 0.0864 470.4
"Pilatus-Kulm" 1977 "1977_1" NA 0 0.2346 0 0.0247 2063.8
"Pilatus-Kulm" 1978 "1978_2" NA 0 0.2346 0 0.0247 2063.8
"Pilatus-Kulm" 1979 "1979_8" NA 0 0.2346 0 0.0247 2063.8
"Pilatus-Kulm" 1980 "1980_8" NA 0 0.2346 0 0.0247 2063.8
"Ponte Tresa / Pura, Mt. Rocchetta-Süd, Via ai Ronchi" 2016 "2016_2" 5 0.4444 0.0151 0 0.1948 392.6
"Ponte Tresa / Pura, Mt. Rocchetta-Süd, Via ai Ronchi" 2017 "2017_2" 5 0.4444 0.0137 0 0.1962 392.6
"Ponte Tresa / Pura, Mt. Rocchetta-Süd, Via ai Ronchi" 2018 "2018_2" 5 0.4444 0.0123 0 0.1975 392.6
"Reussdelta, Auenwald" 1998 "1998_5" 31 0.082 0.358 0.0617 0.0617 435.3
"Reussdelta, Auenwald" 1999 "1999_7" 31 0.0811 0.358 0.0617 0.0617 435.3
"Reussdelta, Auenwald" 2000 "2000_5" 31 0.0802 0.358 0.0617 0.0617 435.3
"Reussdelta, Auenwald" 2001 "2001_3" 31 0.0794 0.358 0.0617 0.0617 435.3
"Reussdelta, Ried" 1998 "1998_5" 31 0.0247 0.2425 0.0123 0.0741 434.4
"Reussdelta, Ried" 1999 "1999_7" 31 0.0247 0.2416 0.0123 0.0741 434.4
"Reussdelta, Ried" 2000 "2000_5" 31 0.0247 0.2407 0.0123 0.0741 434.4
"Reussdelta, Ried" 2001 "2001_3" 31 0.0247 0.2399 0.0123 0.0741 434.4
"Rigi-Kulm" 1977 "1977_1" NA 0.1481 0.5556 0 0.037 1768.7
"Rigi-Kulm" 1978 "1978_1" NA 0.1481 0.5556 0 0.037 1768.7
"Rigi-Kulm" 1979 "1979_1" NA 0.1481 0.5556 0 0.037 1768.7
"Rigi-Kulm" 1980 "1980_1" NA 0.1481 0.5556 0 0.037 1768.7
"Rochers de Naye, Nordseite, Bahnstation" 2010 "2010_8" NA 0.0247 0.642 0 0.0123 1958.6
"Rochers de Naye, Nordseite, Bahnstation" 2011 "2011_9" NA 0.0247 0.642 0 0.0123 1958.6
"Romoos, Mittlere Grämsen, Wald" 1992 "1992_5" 32 0.321 0.6154 0.0019 0.0494 915.9
"Romoos, Mittlere Grämsen, Wald" 1993 "1993_3" 32 0.321 0.6163 9e-04 0.0494 915.9
"Romoos, Mittlere Grämsen, Wald" 1994 "1994_4" 32 0.321 0.6173 0 0.0494 915.9
"Romoos, Mittlere Grämsen, Wald" 1995 "1995_4" 32 0.321 0.6163 0 0.0494 915.9
"Romoos, Mittlere Grämsen, Wiese" 1992 "1992_5" 32 0.358 0.566 0.0019 0.0617 925.8
"Romoos, Mittlere Grämsen, Wiese" 1993 "1993_3" 32 0.358 0.567 9e-04 0.0617 925.8
"Romoos, Mittlere Grämsen, Wiese" 1994 "1994_4" 32 0.358 0.5679 0 0.0617 925.8
"Romoos, Mittlere Grämsen, Wiese" 1995 "1995_4" 32 0.358 0.5679 0 0.0617 925.8
"Romoos, Unter Änzi" 1991 "1991_4" NA 0.6277 0.3476 0 0 1246.1
"Romoos, Unter Änzi" 1992 "1992_5" NA 0.6287 0.3466 0 0 1246.1
"Romoos, Unter Änzi" 1993 "1993_3" NA 0.6296 0.3457 0 0 1246.1
"Rüss-Spitz, Auenwald" 1987 "1987_6" 33 0.1975 0.0566 0.2222 0.0123 388.2
"Rüss-Spitz, Auenwald" 1988 "1988_7" 33 0.1975 0.0556 0.2222 0.0123 388.2
"Rüss-Spitz, Auenwald" 1989 "1989_5" 33 0.1975 0.0545 0.2222 0.0123 388.2
"Rüss-Spitz, Ried" 1987 "1987_6" 33 0.0123 0.1451 0.0916 0 387.8
"Rüss-Spitz, Ried" 1988 "1988_7" 33 0.0123 0.142 0.0926 0 387.8
"Rüss-Spitz, Ried" 1989 "1989_5" 33 0.0123 0.1389 0.0936 0 387.8
"Rüss-Spitz, Waldrand" 1987 "1987_6" 33 0.1605 0.0638 0.178 0 388.1
"Rüss-Spitz, Waldrand" 1988 "1988_7" 33 0.1605 0.0617 0.179 0 388.1
"Rüss-Spitz, Waldrand" 1989 "1989_5" 33 0.1605 0.0597 0.18 0 388.1
"Saignelégier, Etang de la Gruère (ouest)" 2009 "2009_1" NA 0.1358 0.6365 0.0137 0.037 1000.6
"Saignelégier, Etang de la Gruère (ouest)" 2010 "2010_1" NA 0.1358 0.6351 0.011 0.037 1000.6
"Saignelégier, Etang de la Gruère (ouest)" 2011 "2011_1" NA 0.1358 0.6337 0.0082 0.037 1000.6
"Saignelégier, La Theurre (sud-est)" 2009 "2009_1" 34 0.0864 0.7023 0.059 0.0247 1016.6
